ZIP,county,msa,st_code,state
00501,Suffolk,Nassau-Suffolk,NY,New York
00544,Suffolk,Nassau-Suffolk,NY,New York
01001,Hampden,Springfield,MA,Massachusetts
01002,Hampshire,Springfield,MA,Massachusetts
01003,Hampshire,Springfield,MA,Massachusetts
01004,Hampshire,Springfield,MA,Massachusetts
01005,Worcester,"Worcester, MA-CT",MA,Massachusetts
01007,Hampshire,Springfield,MA,Massachusetts
01009,Hampden,Springfield,MA,Massachusetts
01013,Hampden,Springfield,MA,Massachusetts
01014,Hampden,Springfield,MA,Massachusetts
01020,Hampden,Springfield,MA,Massachusetts
01021,Hampden,Springfield,MA,Massachusetts
01022,Hampden,Springfield,MA,Massachusetts
01027,Hampshire,Springfield,MA,Massachusetts
01028,Hampden,Springfield,MA,Massachusetts
01030,Hampden,Springfield,MA,Massachusetts
01033,Hampshire,Springfield,MA,Massachusetts
01035,Hampshire,Springfield,MA,Massachusetts
01036,Hampden,Springfield,MA,Massachusetts
01038,Hampshire,Springfield,MA,Massachusetts
01040,Hampden,Springfield,MA,Massachusetts
01041,Hampden,Springfield,MA,Massachusetts
01050,Hampshire,Springfield,MA,Massachusetts
01056,Hampden,Springfield,MA,Massachusetts
01057,Hampden,Springfield,MA,Massachusetts
01059,Hampshire,Springfield,MA,Massachusetts
01060,Hampshire,Springfield,MA,Massachusetts
01061,Hampshire,Springfield,MA,Massachusetts
01062,Hampshire,Springfield,MA,Massachusetts
01063,Hampshire,Springfield,MA,Massachusetts
01066,Hampshire,Springfield,MA,Massachusetts
01068,Worcester,"Worcester, MA-CT",MA,Massachusetts
01069,Hampden,Springfield,MA,Massachusetts
01071,Hampden,Springfield,MA,Massachusetts
01073,Hampshire,Springfield,MA,Massachusetts
01074,Worcester,"Worcester, MA-CT",MA,Massachusetts
01075,Hampshire,Springfield,MA,Massachusetts
01077,Hampden,Springfield,MA,Massachusetts
01082,Hampshire,Springfield,MA,Massachusetts
01085,Hampden,Springfield,MA,Massachusetts
01086,Hampden,Springfield,MA,Massachusetts
01088,Hampshire,Springfield,MA,Massachusetts
01089,Hampden,Springfield,MA,Massachusetts
01090,Hampden,Springfield,MA,Massachusetts
01095,Hampden,Springfield,MA,Massachusetts
01096,Hampshire,Springfield,MA,Massachusetts
01097,Hampden,Springfield,MA,Massachusetts
01101,Hampden,Springfield,MA,Massachusetts
01102,Hampden,Springfield,MA,Massachusetts
01103,Hampden,Springfield,MA,Massachusetts
01104,Hampden,Springfield,MA,Massachusetts
01105,Hampden,Springfield,MA,Massachusetts
01106,Hampden,Springfield,MA,Massachusetts
01107,Hampden,Springfield,MA,Massachusetts
01108,Hampden,Springfield,MA,Massachusetts
01109,Hampden,Springfield,MA,Massachusetts
01111,Hampden,Springfield,MA,Massachusetts
01115,Hampden,Springfield,MA,Massachusetts
01116,Hampden,Springfield,MA,Massachusetts
01118,Hampden,Springfield,MA,Massachusetts
01119,Hampden,Springfield,MA,Massachusetts
01128,Hampden,Springfield,MA,Massachusetts
01129,Hampden,Springfield,MA,Massachusetts
01138,Hampden,Springfield,MA,Massachusetts
01139,Hampden,Springfield,MA,Massachusetts
01144,Hampden,Springfield,MA,Massachusetts
01151,Hampden,Springfield,MA,Massachusetts
01152,Hampden,Springfield,MA,Massachusetts
01199,Hampden,Springfield,MA,Massachusetts
01201,Berkshire,Pittsfield,MA,Massachusetts
01202,Berkshire,Pittsfield,MA,Massachusetts
01203,Berkshire,Pittsfield,MA,Massachusetts
01220,Berkshire,Pittsfield,MA,Massachusetts
01224,Berkshire,Pittsfield,MA,Massachusetts
01225,Berkshire,Pittsfield,MA,Massachusetts
01226,Berkshire,Pittsfield,MA,Massachusetts
01227,Berkshire,Pittsfield,MA,Massachusetts
01229,Berkshire,Pittsfield,MA,Massachusetts
01235,Berkshire,Pittsfield,MA,Massachusetts
01237,Berkshire,Pittsfield,MA,Massachusetts
01238,Berkshire,Pittsfield,MA,Massachusetts
01240,Berkshire,Pittsfield,MA,Massachusetts
01242,Berkshire,Pittsfield,MA,Massachusetts
01254,Berkshire,Pittsfield,MA,Massachusetts
01260,Berkshire,Pittsfield,MA,Massachusetts
01262,Berkshire,Pittsfield,MA,Massachusetts
01263,Berkshire,Pittsfield,MA,Massachusetts
01264,Berkshire,Pittsfield,MA,Massachusetts
01266,Berkshire,Pittsfield,MA,Massachusetts
01373,Franklin,Springfield,MA,Massachusetts
01375,Franklin,Springfield,MA,Massachusetts
01420,Worcester,Fitchburg-Leominster,MA,Massachusetts
01430,Worcester,Fitchburg-Leominster,MA,Massachusetts
01431,Middlesex,Fitchburg-Leominster,MA,Massachusetts
01432,Middlesex,Boston,MA,Massachusetts
01434,Worcester,Boston,MA,Massachusetts
01436,Worcester,Fitchburg-Leominster,MA,Massachusetts
01438,Worcester,Fitchburg-Leominster,MA,Massachusetts
01440,Worcester,Fitchburg-Leominster,MA,Massachusetts
01441,Worcester,Fitchburg-Leominster,MA,Massachusetts
01450,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01451,Worcester,Boston,MA,Massachusetts
01452,Worcester,Fitchburg-Leominster,MA,Massachusetts
01453,Worcester,Fitchburg-Leominster,MA,Massachusetts
01460,Middlesex,Boston,MA,Massachusetts
01462,Worcester,Fitchburg-Leominster,MA,Massachusetts
01463,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01464,Middlesex,Boston,MA,Massachusetts
01467,Worcester,Boston,MA,Massachusetts
01468,Worcester,Fitchburg-Leominster,MA,Massachusetts
01469,Middlesex,Boston,MA,Massachusetts
01470,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01471,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01473,Worcester,Fitchburg-Leominster,MA,Massachusetts
01474,Middlesex,Boston,MA,Massachusetts
01475,Worcester,Fitchburg-Leominster,MA,Massachusetts
01501,Worcester,"Worcester, MA-CT",MA,Massachusetts
01503,Worcester,Boston,MA,Massachusetts
01504,Worcester,Boston,MA,Massachusetts
01505,Worcester,"Worcester, MA-CT",MA,Massachusetts
01506,Worcester,"Worcester, MA-CT",MA,Massachusetts
01507,Worcester,"Worcester, MA-CT",MA,Massachusetts
01508,Worcester,"Worcester, MA-CT",MA,Massachusetts
01509,Worcester,"Worcester, MA-CT",MA,Massachusetts
01510,Worcester,"Worcester, MA-CT",MA,Massachusetts
01515,Worcester,"Worcester, MA-CT",MA,Massachusetts
01516,Worcester,"Worcester, MA-CT",MA,Massachusetts
01518,Worcester,"Worcester, MA-CT",MA,Massachusetts
01519,Worcester,"Worcester, MA-CT",MA,Massachusetts
01520,Worcester,"Worcester, MA-CT",MA,Massachusetts
01521,Hampden,"Worcester, MA-CT",MA,Massachusetts
01522,Worcester,"Worcester, MA-CT",MA,Massachusetts
01523,Worcester,Boston,MA,Massachusetts
01524,Worcester,"Worcester, MA-CT",MA,Massachusetts
01525,Worcester,"Worcester, MA-CT",MA,Massachusetts
01526,Worcester,"Worcester, MA-CT",MA,Massachusetts
01527,Worcester,"Worcester, MA-CT",MA,Massachusetts
01529,Worcester,Boston,MA,Massachusetts
01532,Worcester,"Worcester, MA-CT",MA,Massachusetts
01534,Worcester,"Worcester, MA-CT",MA,Massachusetts
01535,Worcester,"Worcester, MA-CT",MA,Massachusetts
01536,Worcester,"Worcester, MA-CT",MA,Massachusetts
01537,Worcester,"Worcester, MA-CT",MA,Massachusetts
01538,Worcester,"Worcester, MA-CT",MA,Massachusetts
01540,Worcester,"Worcester, MA-CT",MA,Massachusetts
01541,Worcester,"Worcester, MA-CT",MA,Massachusetts
01542,Worcester,"Worcester, MA-CT",MA,Massachusetts
01543,Worcester,"Worcester, MA-CT",MA,Massachusetts
01545,Worcester,"Worcester, MA-CT",MA,Massachusetts
01546,Worcester,"Worcester, MA-CT",MA,Massachusetts
01550,Worcester,"Worcester, MA-CT",MA,Massachusetts
01560,Worcester,"Worcester, MA-CT",MA,Massachusetts
01561,Worcester,Boston,MA,Massachusetts
01562,Worcester,"Worcester, MA-CT",MA,Massachusetts
01564,Worcester,"Worcester, MA-CT",MA,Massachusetts
01566,Worcester,"Worcester, MA-CT",MA,Massachusetts
01568,Worcester,Boston,MA,Massachusetts
01569,Worcester,"Worcester, MA-CT",MA,Massachusetts
01570,Worcester,"Worcester, MA-CT",MA,Massachusetts
01571,Worcester,"Worcester, MA-CT",MA,Massachusetts
01581,Worcester,"Worcester, MA-CT",MA,Massachusetts
01583,Worcester,"Worcester, MA-CT",MA,Massachusetts
01585,Worcester,"Worcester, MA-CT",MA,Massachusetts
01586,Worcester,"Worcester, MA-CT",MA,Massachusetts
01588,Worcester,"Worcester, MA-CT",MA,Massachusetts
01590,Worcester,"Worcester, MA-CT",MA,Massachusetts
01601,Worcester,"Worcester, MA-CT",MA,Massachusetts
01602,Worcester,"Worcester, MA-CT",MA,Massachusetts
01603,Worcester,"Worcester, MA-CT",MA,Massachusetts
01604,Worcester,"Worcester, MA-CT",MA,Massachusetts
01605,Worcester,"Worcester, MA-CT",MA,Massachusetts
01606,Worcester,"Worcester, MA-CT",MA,Massachusetts
01607,Worcester,"Worcester, MA-CT",MA,Massachusetts
01608,Worcester,"Worcester, MA-CT",MA,Massachusetts
01609,Worcester,"Worcester, MA-CT",MA,Massachusetts
01610,Worcester,"Worcester, MA-CT",MA,Massachusetts
01611,Worcester,"Worcester, MA-CT",MA,Massachusetts
01612,Worcester,"Worcester, MA-CT",MA,Massachusetts
01613,Worcester,"Worcester, MA-CT",MA,Massachusetts
01614,Worcester,"Worcester, MA-CT",MA,Massachusetts
01615,Worcester,"Worcester, MA-CT",MA,Massachusetts
01653,Worcester,"Worcester, MA-CT",MA,Massachusetts
01655,Worcester,"Worcester, MA-CT",MA,Massachusetts
01701,Middlesex,Boston,MA,Massachusetts
01702,Middlesex,Boston,MA,Massachusetts
01703,Middlesex,Boston,MA,Massachusetts
01704,Middlesex,Boston,MA,Massachusetts
01705,Middlesex,Boston,MA,Massachusetts
01718,Middlesex,Boston,MA,Massachusetts
01719,Middlesex,Boston,MA,Massachusetts
01720,Middlesex,Boston,MA,Massachusetts
01721,Middlesex,Boston,MA,Massachusetts
01730,Middlesex,Boston,MA,Massachusetts
01731,Middlesex,Boston,MA,Massachusetts
01740,Worcester,Boston,MA,Massachusetts
01741,Middlesex,Boston,MA,Massachusetts
01742,Middlesex,Boston,MA,Massachusetts
01745,Worcester,Boston,MA,Massachusetts
01746,Middlesex,Boston,MA,Massachusetts
01747,Worcester,Boston,MA,Massachusetts
01748,Middlesex,Boston,MA,Massachusetts
01749,Middlesex,Boston,MA,Massachusetts
01752,Middlesex,Boston,MA,Massachusetts
01754,Middlesex,Boston,MA,Massachusetts
01756,Worcester,Boston,MA,Massachusetts
01757,Worcester,Boston,MA,Massachusetts
01760,Middlesex,Boston,MA,Massachusetts
01770,Middlesex,Boston,MA,Massachusetts
01772,Worcester,Boston,MA,Massachusetts
01773,Middlesex,Boston,MA,Massachusetts
01775,Middlesex,Boston,MA,Massachusetts
01776,Middlesex,Boston,MA,Massachusetts
01778,Middlesex,Boston,MA,Massachusetts
01801,Middlesex,Boston,MA,Massachusetts
01803,Middlesex,Boston,MA,Massachusetts
01805,Middlesex,Boston,MA,Massachusetts
01810,Essex,"Lawrence, MA-NH",MA,Massachusetts
01812,Essex,"Lawrence, MA-NH",MA,Massachusetts
01813,Middlesex,Boston,MA,Massachusetts
01815,Middlesex,Boston,MA,Massachusetts
01821,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01822,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01824,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01826,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01827,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01830,Essex,"Lawrence, MA-NH",MA,Massachusetts
01831,Essex,"Lawrence, MA-NH",MA,Massachusetts
01832,Essex,"Lawrence, MA-NH",MA,Massachusetts
01833,Essex,"Lawrence, MA-NH",MA,Massachusetts
01834,Essex,"Lawrence, MA-NH",MA,Massachusetts
01835,Essex,"Lawrence, MA-NH",MA,Massachusetts
01840,Essex,"Lawrence, MA-NH",MA,Massachusetts
01841,Essex,"Lawrence, MA-NH",MA,Massachusetts
01842,Essex,"Lawrence, MA-NH",MA,Massachusetts
01843,Essex,"Lawrence, MA-NH",MA,Massachusetts
01844,Essex,"Lawrence, MA-NH",MA,Massachusetts
01845,Essex,"Lawrence, MA-NH",MA,Massachusetts
01850,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01851,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01852,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01853,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01854,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01860,Essex,"Lawrence, MA-NH",MA,Massachusetts
01864,Middlesex,Boston,MA,Massachusetts
01867,Middlesex,Boston,MA,Massachusetts
01876,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01879,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01880,Middlesex,Boston,MA,Massachusetts
01886,Middlesex,"Lowell, MA-NH",MA,Massachusetts
01887,Middlesex,Boston,MA,Massachusetts
01888,Middlesex,Boston,MA,Massachusetts
01889,Middlesex,Boston,MA,Massachusetts
01890,Middlesex,Boston,MA,Massachusetts
01899,Essex,"Lawrence, MA-NH",MA,Massachusetts
01901,Essex,Boston,MA,Massachusetts
01902,Essex,Boston,MA,Massachusetts
01903,Essex,Boston,MA,Massachusetts
01904,Essex,Boston,MA,Massachusetts
01905,Essex,Boston,MA,Massachusetts
01906,Essex,Boston,MA,Massachusetts
01907,Essex,Boston,MA,Massachusetts
01908,Essex,Boston,MA,Massachusetts
01910,Essex,Boston,MA,Massachusetts
01913,Essex,Boston,MA,Massachusetts
01915,Essex,Boston,MA,Massachusetts
01921,Essex,"Lawrence, MA-NH",MA,Massachusetts
01923,Essex,Boston,MA,Massachusetts
01929,Essex,Boston,MA,Massachusetts
01930,Essex,Boston,MA,Massachusetts
01931,Essex,Boston,MA,Massachusetts
01936,Essex,Boston,MA,Massachusetts
01938,Essex,Boston,MA,Massachusetts
01940,Essex,Boston,MA,Massachusetts
01944,Essex,Boston,MA,Massachusetts
01945,Essex,Boston,MA,Massachusetts
01949,Essex,Boston,MA,Massachusetts
01950,Essex,Boston,MA,Massachusetts
01951,Essex,Boston,MA,Massachusetts
01952,Essex,Boston,MA,Massachusetts
01960,Essex,Boston,MA,Massachusetts
01961,Essex,Boston,MA,Massachusetts
01966,Essex,Boston,MA,Massachusetts
01969,Essex,Boston,MA,Massachusetts
01970,Essex,Boston,MA,Massachusetts
01971,Essex,Boston,MA,Massachusetts
01983,Essex,Boston,MA,Massachusetts
01984,Essex,Boston,MA,Massachusetts
01985,Essex,"Lawrence, MA-NH",MA,Massachusetts
02018,Plymouth,Boston,MA,Massachusetts
02019,Norfolk,Boston,MA,Massachusetts
02021,Norfolk,Boston,MA,Massachusetts
02025,Norfolk,Boston,MA,Massachusetts
02026,Norfolk,Boston,MA,Massachusetts
02027,Norfolk,Boston,MA,Massachusetts
02030,Norfolk,Boston,MA,Massachusetts
02035,Norfolk,Boston,MA,Massachusetts
02038,Norfolk,Boston,MA,Massachusetts
02043,Plymouth,Boston,MA,Massachusetts
02044,Plymouth,Boston,MA,Massachusetts
02045,Plymouth,Boston,MA,Massachusetts
02048,Bristol,Boston,MA,Massachusetts
02050,Plymouth,Boston,MA,Massachusetts
02051,Plymouth,Boston,MA,Massachusetts
02052,Norfolk,Boston,MA,Massachusetts
02053,Norfolk,Boston,MA,Massachusetts
02054,Norfolk,Boston,MA,Massachusetts
02056,Norfolk,Boston,MA,Massachusetts
02059,Plymouth,Boston,MA,Massachusetts
02061,Plymouth,Boston,MA,Massachusetts
02062,Norfolk,Boston,MA,Massachusetts
02065,Plymouth,Boston,MA,Massachusetts
02066,Plymouth,Boston,MA,Massachusetts
02067,Norfolk,Boston,MA,Massachusetts
02071,Norfolk,Boston,MA,Massachusetts
02072,Norfolk,Boston,MA,Massachusetts
02081,Norfolk,Boston,MA,Massachusetts
02090,Norfolk,Boston,MA,Massachusetts
02093,Norfolk,Boston,MA,Massachusetts
02108,Suffolk,Boston,MA,Massachusetts
02109,Suffolk,Boston,MA,Massachusetts
02110,Suffolk,Boston,MA,Massachusetts
02111,Suffolk,Boston,MA,Massachusetts
02112,Suffolk,Boston,MA,Massachusetts
02113,Suffolk,Boston,MA,Massachusetts
02114,Suffolk,Boston,MA,Massachusetts
02115,Suffolk,Boston,MA,Massachusetts
02116,Suffolk,Boston,MA,Massachusetts
02117,Suffolk,Boston,MA,Massachusetts
02118,Suffolk,Boston,MA,Massachusetts
02119,Suffolk,Boston,MA,Massachusetts
02120,Suffolk,Boston,MA,Massachusetts
02121,Suffolk,Boston,MA,Massachusetts
02122,Suffolk,Boston,MA,Massachusetts
02123,Suffolk,Boston,MA,Massachusetts
02124,Suffolk,Boston,MA,Massachusetts
02125,Suffolk,Boston,MA,Massachusetts
02126,Suffolk,Boston,MA,Massachusetts
02127,Suffolk,Boston,MA,Massachusetts
02128,Suffolk,Boston,MA,Massachusetts
02129,Suffolk,Boston,MA,Massachusetts
02130,Suffolk,Boston,MA,Massachusetts
02131,Suffolk,Boston,MA,Massachusetts
02132,Suffolk,Boston,MA,Massachusetts
02133,Suffolk,Boston,MA,Massachusetts
02134,Suffolk,Boston,MA,Massachusetts
02135,Suffolk,Boston,MA,Massachusetts
02136,Suffolk,Boston,MA,Massachusetts
02137,Suffolk,Boston,MA,Massachusetts
02138,Middlesex,Boston,MA,Massachusetts
02139,Middlesex,Boston,MA,Massachusetts
02140,Middlesex,Boston,MA,Massachusetts
02141,Middlesex,Boston,MA,Massachusetts
02142,Middlesex,Boston,MA,Massachusetts
02143,Middlesex,Boston,MA,Massachusetts
02144,Middlesex,Boston,MA,Massachusetts
02145,Middlesex,Boston,MA,Massachusetts
02148,Middlesex,Boston,MA,Massachusetts
02149,Middlesex,Boston,MA,Massachusetts
02150,Suffolk,Boston,MA,Massachusetts
02151,Suffolk,Boston,MA,Massachusetts
02152,Suffolk,Boston,MA,Massachusetts
02153,Middlesex,Boston,MA,Massachusetts
02155,Middlesex,Boston,MA,Massachusetts
02156,Middlesex,Boston,MA,Massachusetts
02163,Suffolk,Boston,MA,Massachusetts
02169,Norfolk,Boston,MA,Massachusetts
02170,Norfolk,Boston,MA,Massachusetts
02171,Norfolk,Boston,MA,Massachusetts
02176,Middlesex,Boston,MA,Massachusetts
02180,Middlesex,Boston,MA,Massachusetts
02184,Norfolk,Boston,MA,Massachusetts
02185,Norfolk,Boston,MA,Massachusetts
02186,Norfolk,Boston,MA,Massachusetts
02187,Norfolk,Boston,MA,Massachusetts
02188,Norfolk,Boston,MA,Massachusetts
02189,Norfolk,Boston,MA,Massachusetts
02190,Norfolk,Boston,MA,Massachusetts
02191,Norfolk,Boston,MA,Massachusetts
02196,Suffolk,Boston,MA,Massachusetts
02199,Suffolk,Boston,MA,Massachusetts
02201,Suffolk,Boston,MA,Massachusetts
02203,Suffolk,Boston,MA,Massachusetts
02204,Suffolk,Boston,MA,Massachusetts
02205,Suffolk,Boston,MA,Massachusetts
02206,Suffolk,Boston,MA,Massachusetts
02210,Suffolk,Boston,MA,Massachusetts
02211,Suffolk,Boston,MA,Massachusetts
02212,Suffolk,Boston,MA,Massachusetts
02215,Suffolk,Boston,MA,Massachusetts
02217,Suffolk,Boston,MA,Massachusetts
02222,Suffolk,Boston,MA,Massachusetts
02238,Middlesex,Boston,MA,Massachusetts
02241,Suffolk,Boston,MA,Massachusetts
02266,Suffolk,Boston,MA,Massachusetts
02269,Norfolk,Boston,MA,Massachusetts
02283,Suffolk,Boston,MA,Massachusetts
02284,Suffolk,Boston,MA,Massachusetts
02293,Suffolk,Boston,MA,Massachusetts
02297,Suffolk,Boston,MA,Massachusetts
02298,Suffolk,Boston,MA,Massachusetts
02301,Plymouth,Brockton,MA,Massachusetts
02302,Plymouth,Brockton,MA,Massachusetts
02303,Plymouth,Brockton,MA,Massachusetts
02304,Plymouth,Brockton,MA,Massachusetts
02305,Plymouth,Brockton,MA,Massachusetts
02322,Norfolk,Brockton,MA,Massachusetts
02324,Plymouth,Brockton,MA,Massachusetts
02325,Plymouth,Brockton,MA,Massachusetts
02330,Plymouth,Boston,MA,Massachusetts
02331,Plymouth,Boston,MA,Massachusetts
02332,Plymouth,Boston,MA,Massachusetts
02333,Plymouth,Brockton,MA,Massachusetts
02334,Bristol,Brockton,MA,Massachusetts
02338,Plymouth,Brockton,MA,Massachusetts
02339,Plymouth,Boston,MA,Massachusetts
02341,Plymouth,Brockton,MA,Massachusetts
02343,Norfolk,Boston,MA,Massachusetts
02344,Plymouth,Brockton,MA,Massachusetts
02346,Plymouth,Brockton,MA,Massachusetts
02347,Plymouth,Brockton,MA,Massachusetts
02348,Plymouth,Brockton,MA,Massachusetts
02349,Plymouth,Brockton,MA,Massachusetts
02351,Plymouth,Brockton,MA,Massachusetts
02356,Bristol,Brockton,MA,Massachusetts
02357,Bristol,Brockton,MA,Massachusetts
02359,Plymouth,Boston,MA,Massachusetts
02360,Plymouth,Boston,MA,Massachusetts
02361,Plymouth,Boston,MA,Massachusetts
02362,Plymouth,Boston,MA,Massachusetts
02364,Plymouth,Boston,MA,Massachusetts
02366,Plymouth,Boston,MA,Massachusetts
02367,Plymouth,Brockton,MA,Massachusetts
02368,Norfolk,Boston,MA,Massachusetts
02370,Plymouth,Boston,MA,Massachusetts
02375,Bristol,Brockton,MA,Massachusetts
02379,Plymouth,Brockton,MA,Massachusetts
02382,Plymouth,Brockton,MA,Massachusetts
02420,Middlesex,Boston,MA,Massachusetts
02421,Middlesex,Boston,MA,Massachusetts
02445,Norfolk,Boston,MA,Massachusetts
02446,Norfolk,Boston,MA,Massachusetts
02447,Norfolk,Boston,MA,Massachusetts
02451,Middlesex,Boston,MA,Massachusetts
02452,Middlesex,Boston,MA,Massachusetts
02453,Middlesex,Boston,MA,Massachusetts
02454,Middlesex,Boston,MA,Massachusetts
02455,Middlesex,Boston,MA,Massachusetts
02456,Middlesex,Boston,MA,Massachusetts
02458,Middlesex,Boston,MA,Massachusetts
02459,Middlesex,Boston,MA,Massachusetts
02460,Middlesex,Boston,MA,Massachusetts
02461,Middlesex,Boston,MA,Massachusetts
02462,Middlesex,Boston,MA,Massachusetts
02464,Middlesex,Boston,MA,Massachusetts
02465,Middlesex,Boston,MA,Massachusetts
02466,Middlesex,Boston,MA,Massachusetts
02467,Middlesex,Boston,MA,Massachusetts
02468,Middlesex,Boston,MA,Massachusetts
02471,Middlesex,Boston,MA,Massachusetts
02472,Middlesex,Boston,MA,Massachusetts
02474,Middlesex,Boston,MA,Massachusetts
02476,Middlesex,Boston,MA,Massachusetts
02477,Middlesex,Boston,MA,Massachusetts
02478,Middlesex,Boston,MA,Massachusetts
02481,Norfolk,Boston,MA,Massachusetts
02482,Norfolk,Boston,MA,Massachusetts
02492,Norfolk,Boston,MA,Massachusetts
02493,Middlesex,Boston,MA,Massachusetts
02494,Norfolk,Boston,MA,Massachusetts
02495,Middlesex,Boston,MA,Massachusetts
02563,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02571,Plymouth,Boston,MA,Massachusetts
02601,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02630,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02631,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02632,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02633,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02634,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02635,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02637,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02638,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02639,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02641,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02642,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02643,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02645,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02646,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02647,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02648,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02649,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02650,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02651,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02653,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02655,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02659,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02660,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02661,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02662,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02664,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02668,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02669,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02670,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02671,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02672,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02673,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02675,Barnstable,Barnstable-Yarmouth,MA,Massachusetts
02702,Bristol,New Bedford,MA,Massachusetts
02703,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02714,Bristol,New Bedford,MA,Massachusetts
02715,Bristol,Boston,MA,Massachusetts
02719,Bristol,New Bedford,MA,Massachusetts
02720,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02721,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02722,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02723,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02724,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02725,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02726,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02738,Plymouth,New Bedford,MA,Massachusetts
02739,Plymouth,New Bedford,MA,Massachusetts
02740,Bristol,New Bedford,MA,Massachusetts
02741,Bristol,New Bedford,MA,Massachusetts
02742,Bristol,New Bedford,MA,Massachusetts
02743,Bristol,New Bedford,MA,Massachusetts
02744,Bristol,New Bedford,MA,Massachusetts
02745,Bristol,New Bedford,MA,Massachusetts
02746,Bristol,New Bedford,MA,Massachusetts
02747,Bristol,New Bedford,MA,Massachusetts
02748,Bristol,New Bedford,MA,Massachusetts
02760,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02761,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02762,Norfolk,Boston,MA,Massachusetts
02763,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02764,Bristol,Boston,MA,Massachusetts
02766,Bristol,Boston,MA,Massachusetts
02767,Bristol,Brockton,MA,Massachusetts
02768,Bristol,Brockton,MA,Massachusetts
02769,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02770,Plymouth,New Bedford,MA,Massachusetts
02771,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02777,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02779,Bristol,Boston,MA,Massachusetts
02780,Bristol,Boston,MA,Massachusetts
02790,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
02791,Bristol,"Providence-Fall River-Warwick, RI-MA",MA,Massachusetts
