ZIP,county,msa,st_code,state
22911,Albemarle,Charlottesville,VA,Virginia
22924,Albemarle,Charlottesville,VA,Virginia
22931,Albemarle,Charlottesville,VA,Virginia
22932,Albemarle,Charlottesville,VA,Virginia
22935,Greene,Charlottesville,VA,Virginia
22936,Albemarle,Charlottesville,VA,Virginia
22937,Albemarle,Charlottesville,VA,Virginia
22940,Albemarle,Charlottesville,VA,Virginia
22943,Albemarle,Charlottesville,VA,Virginia
22945,Albemarle,Charlottesville,VA,Virginia
22946,Albemarle,Charlottesville,VA,Virginia
22947,Albemarle,Charlottesville,VA,Virginia
22959,Albemarle,Charlottesville,VA,Virginia
22963,Fluvanna,Charlottesville,VA,Virginia
22965,Greene,Charlottesville,VA,Virginia
22968,Greene,Charlottesville,VA,Virginia
22973,Greene,Charlottesville,VA,Virginia
22974,Fluvanna,Charlottesville,VA,Virginia
22987,Albemarle,Charlottesville,VA,Virginia
23001,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23003,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23005,Hanover,Richmond-Petersburg,VA,Virginia
23011,New Kent,Richmond-Petersburg,VA,Virginia
23014,Goochland,Richmond-Petersburg,VA,Virginia
23015,Hanover,Richmond-Petersburg,VA,Virginia
23018,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23021,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23022,Fluvanna,Charlottesville,VA,Virginia
23025,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23030,Charles City,Richmond-Petersburg,VA,Virginia
23035,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23038,Goochland,Richmond-Petersburg,VA,Virginia
23039,Goochland,Richmond-Petersburg,VA,Virginia
23045,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23047,Hanover,Richmond-Petersburg,VA,Virginia
23050,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23055,Fluvanna,Charlottesville,VA,Virginia
23056,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23058,Henrico,Richmond-Petersburg,VA,Virginia
23059,Henrico,Richmond-Petersburg,VA,Virginia
23060,Henrico,Richmond-Petersburg,VA,Virginia
23061,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23062,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23063,Goochland,Richmond-Petersburg,VA,Virginia
23064,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23065,Goochland,Richmond-Petersburg,VA,Virginia
23066,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23067,Goochland,Richmond-Petersburg,VA,Virginia
23068,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23069,Hanover,Richmond-Petersburg,VA,Virginia
23072,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23075,Henrico,Richmond-Petersburg,VA,Virginia
23076,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23081,James City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23084,Fluvanna,Charlottesville,VA,Virginia
23089,New Kent,Richmond-Petersburg,VA,Virginia
23090,York,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23102,Goochland,Richmond-Petersburg,VA,Virginia
23103,Goochland,Richmond-Petersburg,VA,Virginia
23107,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23109,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23111,Hanover,Richmond-Petersburg,VA,Virginia
23112,Chesterfield,Richmond-Petersburg,VA,Virginia
23113,Chesterfield,Richmond-Petersburg,VA,Virginia
23114,Chesterfield,Richmond-Petersburg,VA,Virginia
23116,Hanover,Richmond-Petersburg,VA,Virginia
23119,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23120,Chesterfield,Richmond-Petersburg,VA,Virginia
23124,New Kent,Richmond-Petersburg,VA,Virginia
23125,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23127,James City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23128,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23129,Goochland,Richmond-Petersburg,VA,Virginia
23130,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23131,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23138,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23139,Powhatan,Richmond-Petersburg,VA,Virginia
23140,New Kent,Richmond-Petersburg,VA,Virginia
23141,New Kent,Richmond-Petersburg,VA,Virginia
23146,Hanover,Richmond-Petersburg,VA,Virginia
23147,Charles City,Richmond-Petersburg,VA,Virginia
23150,Henrico,Richmond-Petersburg,VA,Virginia
23153,Goochland,Richmond-Petersburg,VA,Virginia
23154,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23155,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23160,Powhatan,Richmond-Petersburg,VA,Virginia
23162,Hanover,Richmond-Petersburg,VA,Virginia
23163,Mathews,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23168,James City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23173,Richmond City,Richmond-Petersburg,VA,Virginia
23178,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23183,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23184,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23185,James City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23186,Williamsburg City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23187,Williamsburg City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23188,James City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23190,Gloucester,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23192,Hanover,Richmond-Petersburg,VA,Virginia
23218,Richmond City,Richmond-Petersburg,VA,Virginia
23219,Richmond City,Richmond-Petersburg,VA,Virginia
23220,Richmond City,Richmond-Petersburg,VA,Virginia
23221,Richmond City,Richmond-Petersburg,VA,Virginia
23222,Richmond City,Richmond-Petersburg,VA,Virginia
23223,Richmond City,Richmond-Petersburg,VA,Virginia
23224,Richmond City,Richmond-Petersburg,VA,Virginia
23225,Richmond City,Richmond-Petersburg,VA,Virginia
23226,Richmond City,Richmond-Petersburg,VA,Virginia
23227,Henrico,Richmond-Petersburg,VA,Virginia
23228,Henrico,Richmond-Petersburg,VA,Virginia
23229,Henrico,Richmond-Petersburg,VA,Virginia
23230,Henrico,Richmond-Petersburg,VA,Virginia
23231,Henrico,Richmond-Petersburg,VA,Virginia
23232,Richmond City,Richmond-Petersburg,VA,Virginia
23233,Henrico,Richmond-Petersburg,VA,Virginia
23234,Chesterfield,Richmond-Petersburg,VA,Virginia
23235,Chesterfield,Richmond-Petersburg,VA,Virginia
23236,Chesterfield,Richmond-Petersburg,VA,Virginia
23237,Chesterfield,Richmond-Petersburg,VA,Virginia
23238,Henrico,Richmond-Petersburg,VA,Virginia
23241,Richmond City,Richmond-Petersburg,VA,Virginia
23242,Henrico,Richmond-Petersburg,VA,Virginia
23249,Richmond City,Richmond-Petersburg,VA,Virginia
23250,Henrico,Richmond-Petersburg,VA,Virginia
23255,Henrico,Richmond-Petersburg,VA,Virginia
23260,Richmond City,Richmond-Petersburg,VA,Virginia
23261,Richmond City,Richmond-Petersburg,VA,Virginia
23269,Richmond City,Richmond-Petersburg,VA,Virginia
23273,Richmond City,Richmond-Petersburg,VA,Virginia
23274,Richmond City,Richmond-Petersburg,VA,Virginia
23276,Richmond City,Richmond-Petersburg,VA,Virginia
23278,Richmond City,Richmond-Petersburg,VA,Virginia
23279,Richmond City,Richmond-Petersburg,VA,Virginia
23282,Richmond City,Richmond-Petersburg,VA,Virginia
23284,Richmond City,Richmond-Petersburg,VA,Virginia
23285,Richmond City,Richmond-Petersburg,VA,Virginia
23286,Richmond City,Richmond-Petersburg,VA,Virginia
23288,Henrico,Richmond-Petersburg,VA,Virginia
23289,Richmond City,Richmond-Petersburg,VA,Virginia
23290,Richmond City,Richmond-Petersburg,VA,Virginia
23291,Richmond City,Richmond-Petersburg,VA,Virginia
23292,Richmond City,Richmond-Petersburg,VA,Virginia
23293,Richmond City,Richmond-Petersburg,VA,Virginia
23294,Henrico,Richmond-Petersburg,VA,Virginia
23295,Richmond City,Richmond-Petersburg,VA,Virginia
23297,Chesterfield,Richmond-Petersburg,VA,Virginia
23298,Richmond City,Richmond-Petersburg,VA,Virginia
23304,Isle of Wight,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23314,Isle of Wight,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23315,Isle of Wight,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23320,Chesapeake City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23321,Chesapeake City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23322,Chesapeake City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23323,Chesapeake City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23324,Chesapeake City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23325,Chesapeake City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23326,Chesapeake City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23327,Chesapeake City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23328,Chesapeake City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23397,Isle of Wight,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23424,Isle of Wight,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23430,Isle of Wight,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23431,Isle of Wight,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23432,Suffolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23433,Suffolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23434,Suffolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23435,Suffolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23436,Suffolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23437,Suffolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23438,Suffolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23439,Suffolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23450,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23451,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23452,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23453,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23454,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23455,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23456,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23457,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23458,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23459,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23460,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23461,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23462,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23463,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23464,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23465,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23466,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23467,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23471,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23479,Virginia Beach City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23487,Isle of Wight,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23501,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23502,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23503,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23504,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23505,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23506,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23507,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23508,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23509,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23510,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23511,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23513,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23514,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23515,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23517,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23518,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23519,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23523,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23529,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23541,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23551,Norfolk City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23601,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23602,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23603,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23604,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23605,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23606,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23607,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23608,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23609,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23612,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23628,Newport News City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23630,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23651,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23661,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23662,Poquoson City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23663,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23664,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23665,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23666,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23667,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23668,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23669,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23670,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23681,Hampton City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23690,York,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23691,York,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23692,York,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23693,York,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23694,York,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23696,York,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23701,Portsmouth City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23702,Portsmouth City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23703,Portsmouth City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23704,Portsmouth City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23705,Portsmouth City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23707,Portsmouth City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23708,Portsmouth City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23709,Portsmouth City,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
23801,Prince George,Richmond-Petersburg,VA,Virginia
23803,Petersburg City,Richmond-Petersburg,VA,Virginia
23804,Petersburg City,Richmond-Petersburg,VA,Virginia
23805,Petersburg City,Richmond-Petersburg,VA,Virginia
23806,Petersburg City,Richmond-Petersburg,VA,Virginia
23822,Dinwiddie,Richmond-Petersburg,VA,Virginia
23830,Prince George,Richmond-Petersburg,VA,Virginia
23831,Chesterfield,Richmond-Petersburg,VA,Virginia
23832,Chesterfield,Richmond-Petersburg,VA,Virginia
23833,Dinwiddie,Richmond-Petersburg,VA,Virginia
23834,Colonial Heights City,Richmond-Petersburg,VA,Virginia
23836,Chesterfield,Richmond-Petersburg,VA,Virginia
23838,Chesterfield,Richmond-Petersburg,VA,Virginia
23840,Dinwiddie,Richmond-Petersburg,VA,Virginia
23841,Dinwiddie,Richmond-Petersburg,VA,Virginia
23842,Prince George,Richmond-Petersburg,VA,Virginia
23850,Dinwiddie,Richmond-Petersburg,VA,Virginia
23860,Hopewell City,Richmond-Petersburg,VA,Virginia
23872,Dinwiddie,Richmond-Petersburg,VA,Virginia
23875,Prince George,Richmond-Petersburg,VA,Virginia
23885,Dinwiddie,Richmond-Petersburg,VA,Virginia
23894,Dinwiddie,Richmond-Petersburg,VA,Virginia
23898,Isle of Wight,"Norfolk-Virginia Beach-Newport News, VA-NC",VA,Virginia
24001,Roanoke City,Roanoke,VA,Virginia
24002,Roanoke City,Roanoke,VA,Virginia
24003,Roanoke City,Roanoke,VA,Virginia
24004,Roanoke City,Roanoke,VA,Virginia
24005,Roanoke City,Roanoke,VA,Virginia
24006,Roanoke City,Roanoke,VA,Virginia
24007,Roanoke City,Roanoke,VA,Virginia
24008,Roanoke City,Roanoke,VA,Virginia
24009,Roanoke City,Roanoke,VA,Virginia
24010,Roanoke City,Roanoke,VA,Virginia
24011,Roanoke City,Roanoke,VA,Virginia
24012,Roanoke City,Roanoke,VA,Virginia
24013,Roanoke City,Roanoke,VA,Virginia
24014,Roanoke City,Roanoke,VA,Virginia
24015,Roanoke City,Roanoke,VA,Virginia
24016,Roanoke City,Roanoke,VA,Virginia
24017,Roanoke City,Roanoke,VA,Virginia
24018,Roanoke,Roanoke,VA,Virginia
24019,Roanoke,Roanoke,VA,Virginia
24020,Roanoke,Roanoke,VA,Virginia
24022,Roanoke City,Roanoke,VA,Virginia
24023,Roanoke City,Roanoke,VA,Virginia
24024,Roanoke City,Roanoke,VA,Virginia
24025,Roanoke City,Roanoke,VA,Virginia
24026,Roanoke City,Roanoke,VA,Virginia
24027,Roanoke City,Roanoke,VA,Virginia
24028,Roanoke City,Roanoke,VA,Virginia
24029,Roanoke City,Roanoke,VA,Virginia
24030,Roanoke City,Roanoke,VA,Virginia
24031,Roanoke City,Roanoke,VA,Virginia
24032,Roanoke City,Roanoke,VA,Virginia
24033,Roanoke City,Roanoke,VA,Virginia
24034,Roanoke City,Roanoke,VA,Virginia
24035,Roanoke City,Roanoke,VA,Virginia
24036,Roanoke City,Roanoke,VA,Virginia
24037,Roanoke City,Roanoke,VA,Virginia
24038,Roanoke City,Roanoke,VA,Virginia
24040,Roanoke City,Roanoke,VA,Virginia
24042,Roanoke City,Roanoke,VA,Virginia
24043,Roanoke City,Roanoke,VA,Virginia
24050,Botetourt,Roanoke,VA,Virginia
24059,Roanoke,Roanoke,VA,Virginia
24064,Botetourt,Roanoke,VA,Virginia
24066,Botetourt,Roanoke,VA,Virginia
24069,Pittsylvania,Danville,VA,Virginia
24070,Roanoke,Roanoke,VA,Virginia
24077,Botetourt,Roanoke,VA,Virginia
24083,Botetourt,Roanoke,VA,Virginia
24085,Botetourt,Roanoke,VA,Virginia
24090,Botetourt,Roanoke,VA,Virginia
24095,Bedford,Lynchburg,VA,Virginia
24104,Bedford,Lynchburg,VA,Virginia
24121,Bedford,Lynchburg,VA,Virginia
24122,Bedford,Lynchburg,VA,Virginia
24130,Botetourt,Roanoke,VA,Virginia
24139,Pittsylvania,Danville,VA,Virginia
24153,Salem,Roanoke,VA,Virginia
24155,Salem,Roanoke,VA,Virginia
24157,Salem,Roanoke,VA,Virginia
24161,Pittsylvania,Danville,VA,Virginia
24174,Bedford,Lynchburg,VA,Virginia
24175,Botetourt,Roanoke,VA,Virginia
24178,Bedford,Lynchburg,VA,Virginia
24179,Roanoke,Roanoke,VA,Virginia
24201,Bristol,Johnson City-Kingsport-Bristol,VA,Virginia
24202,Washington,Johnson City-Kingsport-Bristol,VA,Virginia
24203,Bristol,Johnson City-Kingsport-Bristol,VA,Virginia
24205,Bristol,Johnson City-Kingsport-Bristol,VA,Virginia
24209,Bristol,Johnson City-Kingsport-Bristol,VA,Virginia
24210,Washington,Johnson City-Kingsport-Bristol,VA,Virginia
24211,Washington,Johnson City-Kingsport-Bristol,VA,Virginia
24212,Washington,Johnson City-Kingsport-Bristol,VA,Virginia
24221,Scott,Johnson City-Kingsport-Bristol,VA,Virginia
24236,Washington,Johnson City-Kingsport-Bristol,VA,Virginia
24244,Scott,Johnson City-Kingsport-Bristol,VA,Virginia
24245,Scott,Johnson City-Kingsport-Bristol,VA,Virginia
24250,Scott,Johnson City-Kingsport-Bristol,VA,Virginia
24251,Scott,Johnson City-Kingsport-Bristol,VA,Virginia
24258,Scott,Johnson City-Kingsport-Bristol,VA,Virginia
24270,Washington,Johnson City-Kingsport-Bristol,VA,Virginia
24271,Scott,Johnson City-Kingsport-Bristol,VA,Virginia
24290,Scott,Johnson City-Kingsport-Bristol,VA,Virginia
24327,Washington,Johnson City-Kingsport-Bristol,VA,Virginia
24340,Washington,Johnson City-Kingsport-Bristol,VA,Virginia
24361,Washington,Johnson City-Kingsport-Bristol,VA,Virginia
24438,Botetourt,Roanoke,VA,Virginia
24501,Lynchburg City,Lynchburg,VA,Virginia
24502,Lynchburg City,Lynchburg,VA,Virginia
24503,Lynchburg City,Lynchburg,VA,Virginia
24504,Lynchburg City,Lynchburg,VA,Virginia
24505,Lynchburg City,Lynchburg,VA,Virginia
24506,Lynchburg City,Lynchburg,VA,Virginia
24513,Lynchburg City,Lynchburg,VA,Virginia
24514,Lynchburg City,Lynchburg,VA,Virginia
24515,Lynchburg City,Lynchburg,VA,Virginia
24517,Campbell,Lynchburg,VA,Virginia
24521,Amherst,Lynchburg,VA,Virginia
24523,Bedford,Lynchburg,VA,Virginia
24526,Bedford,Lynchburg,VA,Virginia
24527,Pittsylvania,Danville,VA,Virginia
24528,Campbell,Lynchburg,VA,Virginia
24530,Pittsylvania,Danville,VA,Virginia
24531,Pittsylvania,Danville,VA,Virginia
24533,Amherst,Lynchburg,VA,Virginia
24536,Bedford,Lynchburg,VA,Virginia
24538,Campbell,Lynchburg,VA,Virginia
24540,Danville City,Danville,VA,Virginia
24541,Danville City,Danville,VA,Virginia
24543,Danville City,Danville,VA,Virginia
24549,Pittsylvania,Danville,VA,Virginia
24550,Campbell,Lynchburg,VA,Virginia
24551,Bedford,Lynchburg,VA,Virginia
24554,Campbell,Lynchburg,VA,Virginia
24556,Bedford,Lynchburg,VA,Virginia
24557,Pittsylvania,Danville,VA,Virginia
24563,Pittsylvania,Danville,VA,Virginia
24565,Pittsylvania,Danville,VA,Virginia
24566,Pittsylvania,Danville,VA,Virginia
24569,Pittsylvania,Danville,VA,Virginia
24570,Bedford,Lynchburg,VA,Virginia
24571,Campbell,Lynchburg,VA,Virginia
24572,Amherst,Lynchburg,VA,Virginia
24574,Amherst,Lynchburg,VA,Virginia
24576,Campbell,Lynchburg,VA,Virginia
24586,Pittsylvania,Danville,VA,Virginia
24588,Campbell,Lynchburg,VA,Virginia
24594,Pittsylvania,Danville,VA,Virginia
24595,Amherst,Lynchburg,VA,Virginia
25003,Kanawha,Charleston,WV,West Virginia
25011,Putnam,Charleston,WV,West Virginia
25015,Kanawha,Charleston,WV,West Virginia
25025,Kanawha,Charleston,WV,West Virginia
25026,Kanawha,Charleston,WV,West Virginia
25033,Putnam,Charleston,WV,West Virginia
25035,Kanawha,Charleston,WV,West Virginia
25039,Kanawha,Charleston,WV,West Virginia
25045,Kanawha,Charleston,WV,West Virginia
25054,Kanawha,Charleston,WV,West Virginia
25061,Kanawha,Charleston,WV,West Virginia
25064,Kanawha,Charleston,WV,West Virginia
25067,Kanawha,Charleston,WV,West Virginia
25070,Putnam,Charleston,WV,West Virginia
25071,Kanawha,Charleston,WV,West Virginia
25075,Kanawha,Charleston,WV,West Virginia
25079,Kanawha,Charleston,WV,West Virginia
25082,Putnam,Charleston,WV,West Virginia
25083,Kanawha,Charleston,WV,West Virginia
25086,Kanawha,Charleston,WV,West Virginia
25102,Kanawha,Charleston,WV,West Virginia
25103,Kanawha,Charleston,WV,West Virginia
25107,Kanawha,Charleston,WV,West Virginia
25109,Putnam,Charleston,WV,West Virginia
25110,Kanawha,Charleston,WV,West Virginia
25112,Kanawha,Charleston,WV,West Virginia
25124,Putnam,Charleston,WV,West Virginia
25126,Kanawha,Charleston,WV,West Virginia
25132,Kanawha,Charleston,WV,West Virginia
25134,Kanawha,Charleston,WV,West Virginia
25143,Kanawha,Charleston,WV,West Virginia
25156,Kanawha,Charleston,WV,West Virginia
25159,Putnam,Charleston,WV,West Virginia
25160,Kanawha,Charleston,WV,West Virginia
25162,Kanawha,Charleston,WV,West Virginia
25168,Putnam,Charleston,WV,West Virginia
25177,Kanawha,Charleston,WV,West Virginia
25201,Kanawha,Charleston,WV,West Virginia
25202,Kanawha,Charleston,WV,West Virginia
25213,Putnam,Charleston,WV,West Virginia
25214,Kanawha,Charleston,WV,West Virginia
25301,Kanawha,Charleston,WV,West Virginia
25302,Kanawha,Charleston,WV,West Virginia
